"appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Family Locator - GPS Tracker","Family Locator lets you know your family is safe, even when they’re far away!","50,000,000+",50000000,4.4635363,903252,311006,true,true,"47M","4.4 and up","Life360","LIFESTYLE",,"Everyone",false,"Apr 7, 2010",1552514387000,"18.2.0","Thanks for using Life360! We’re always making changes and improvements behind the scenes; to ensure that you do not miss anything, please keep your updates turned on.<br>- Bug fixes and performance improvements","com.life360.android.safetymapd","https://play.google.com/store/apps/details?id=com.life360.android.safetymapd&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Google Home","Set up and control your Chromecast, Chromecast Audio, and Google Home devices","50,000,000+",50000000,4.060291,555907,145865,true,false,"23M","4.4 and up","5700313618786177705","LIFESTYLE",,"Everyone",false,"Jul 18, 2013",1551304823000,"2.9.40.16","With the new Google Home app, you can now control, organize and manage compatible lights, cameras, TVs and more, all from just one place.<br><br><br>• One simple view, with you in control.<br>• Shortcuts for the things you do most, like turning on and off the lights or playing music.<br>• Check up on your home when you’re away, or use it as a remote for your Google Home, Chromecast and other devices","com.google.android.apps.chromecast.app","https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Tinder","Match, Chat &amp; Meet New People","100,000,000+",100000000,3.985156,3261758,833949,true,true,"20M","5.0 and up","8070166968320699506","LIFESTYLE",,"Mature 17+",true,"Jul 15, 2013",1552006684000,"10.9.0","bug fixes and improvements","com.tinder","https://play.google.com/store/apps/details?id=com.tinder&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"SmartThings","Control your Samsung Smart TVs, appliances, and SmartThings-compatible devices","100,000,000+",100000000,4.0782166,203832,57002,true,false,"62M","Varies with device","5200379633052405703","LIFESTYLE",,"Everyone",false,"Apr 17, 2017",1550580087000,"1.7.27-25","Welcome to the new SmartThings app!<br><br>This release brings you a fresh new look and a streamlined view of your home, while keeping all the features used to monitor, control, and automate your home from anywhere in the world. We&#39;ve also simplified the process for finding new devices to add. <br>To learn more about these changes, please see &quot;How to use&quot; menu in the app.","com.samsung.android.oneconnect","https://play.google.com/store/apps/details?id=com.samsung.android.oneconnect&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Ms.Sibyl - See Future Me","Ms.Sibyl-Know You Better Than Yourself.","100,000+",100000,2.717025,1721,1215,true,true,"12M","4.4 and up","GHOST+TEAM","LIFESTYLE",,"Everyone",true,"Feb 19, 2019",1551434736000,"1.01","- New Version","com.ghost.sibyl","https://play.google.com/store/apps/details?id=com.ghost.sibyl&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Fantastic Face – Face Analysis & Aging Prediction","Fantastic Face is a funny APP which can help you learn more about yourself！","1,000,000+",1000000,2.2323267,11359,7752,true,true,"31M","4.4 and up","VIPTOP+DATA+LIMITED","LIFESTYLE",,"Everyone",true,"Nov 20, 2018",1552389993000,"1.4.2","Fix bugs","com.hy.sfacer","https://play.google.com/store/apps/details?id=com.hy.sfacer&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Horoscope Prediction - Zodiac Signs Astrology","Check daily horoscope &amp; compatibility, know more about yourself.","1,000,000+",1000000,3.4568374,3649,2191,true,false,"21M","4.1 and up","Moxi+Studio","LIFESTYLE",,"Everyone",true,"Jan 8, 2019",1551422175000,"1.0.3","Bugs fixed","com.horoscope.astrology.crystalball.predict","https://play.google.com/store/apps/details?id=com.horoscope.astrology.crystalball.predict&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"The PCH App","Want To Win $7,000.00 A Week For Life!  Get the App for 2X ENTRIES!","5,000,000+",5000000,4.5107703,304078,112148,true,false,"86M","4.4 and up","Publishers+Clearing+House","LIFESTYLE",,"Everyone",true,"Apr 16, 2013",1552507721000,"2.9.4.79254","- Various updates and bug fixes.","pch.apps.pchsweeps","https://play.google.com/store/apps/details?id=pch.apps.pchsweeps&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Notepad - Notes with Reminder, ToDo, Sticky notes","Take notes at anytime and wherever you go using this free notepad app.","1,000,000+",1000000,4.794657,45295,18477,true,false,"7.6M","4.1 and up","Lemon,+Inc","LIFESTYLE",,"Everyone",true,"Nov 14, 2017",1541439126000,"1.2.1","1. Performance enhancement<br>2. User Experience Improvement","notes.notebook.memo.pad.color.notepad.locker","https://play.google.com/store/apps/details?id=notes.notebook.memo.pad.color.notepad.locker&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Unicorn Slime Maker and Simulator","Unicorn Slime Maker and Simulator Rainbow Satisfying App - play Release Stress","5,000,000+",5000000,3.6370893,17412,8880,true,false,"50M","4.1 and up","Kitchen+Tale","LIFESTYLE",,"Teen",true,"Sep 13, 2018",1551692518000,"2.2","New Glitter Slime, Unicorn Horse Making, Mermaid Slime and Chocolate Slime <br>Zombie,Halloween Theme Slime,Winter Slime, 3D Slime Simulator Added,Glow in the Dark Slime Added and Many More<br>Bug Fixes<br>Foot Ball Slime  and Makeup slime with lots of cosmetic <br>New Toilet Toys<br>Improve Game Play<br>Slime Free Play **<br>Bug Fixed","com.kt.oodlysatisfying.slimemaker","https://play.google.com/store/apps/details?id=com.kt.oodlysatisfying.slimemaker&hl=en&gl=us"
