"appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Family Locator - GPS Tracker","Family Locator lets you know your family is safe, even when they’re far away!","50,000,000+",50000000,4.465952,934281,327690,true,true,"47M","4.4 and up","Life360","LIFESTYLE",,"Everyone",false,"Apr 7, 2010",1555628133000,"18.4.2","Thanks for using Life360! We’re always making changes and improvements behind the scenes; to ensure that you do not miss anything, please keep your updates turned on.<br>- Bug fixes and performance improvements","com.life360.android.safetymapd","https://play.google.com/store/apps/details?id=com.life360.android.safetymapd&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Google Home","Set up and control your Chromecast, Chromecast Audio, and Google Home devices","50,000,000+",50000000,4.056927,566075,151200,true,false,"23M","4.4 and up","5700313618786177705","LIFESTYLE",,"Everyone",false,"Jul 18, 2013",1555595337000,"2.10.1.13","With the new Google Home app, you can now control, organize and manage compatible lights, cameras, TVs and more, all from just one place.<br><br><br>• One simple view, with you in control.<br>• Shortcuts for the things you do most, like turning on and off the lights or playing music.<br>• Check up on your home when you’re away, or use it as a remote for your Google Home, Chromecast and other devices","com.google.android.apps.chromecast.app","https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Tinder","Match, Chat &amp; Meet New People","100,000,000+",100000000,3.9844072,3315710,860871,true,true,"27M","5.0 and up","8070166968320699506","LIFESTYLE",,"Mature 17+",true,"Jul 15, 2013",1555629236000,"10.13.0","bug fixes and improvements","com.tinder","https://play.google.com/store/apps/details?id=com.tinder&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Ms.Sibyl - See Future Me","Ms.Sibyl - Time Machine to get old face and scan your palm lines to get report.","1,000,000+",1000000,2.9522653,9469,6524,true,true,"14M","4.4 and up","GHOST+TEAM","LIFESTYLE",,"Everyone",true,"Feb 19, 2019",1555666599000,"1.03","New prediction function","com.ghost.sibyl","https://play.google.com/store/apps/details?id=com.ghost.sibyl&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Fantastic Face – Daily face & Beauty Competition","Learn more about yourself！","1,000,000+",1000000,2.2080822,15590,11045,true,true,"31M","4.4 and up","VIPTOP+DATA+LIMITED","LIFESTYLE",,"Everyone",true,"Nov 20, 2018",1555670727000,"1.4.5","Fix bugs","com.hy.sfacer","https://play.google.com/store/apps/details?id=com.hy.sfacer&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Horoscope Prediction - Zodiac Signs Astrology","Check daily horoscope &amp; compatibility, know more about yourself.","1,000,000+",1000000,3.632671,6795,3825,true,false,"21M","4.1 and up","Moxi+Studio","LIFESTYLE",,"Everyone",true,"Jan 8, 2019",1553951847000,"1.0.8","Bugs fixed","com.horoscope.astrology.crystalball.predict","https://play.google.com/store/apps/details?id=com.horoscope.astrology.crystalball.predict&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"The PCH App","Want To Win $7,000.00 A Week For Life!  Get the App for 2X ENTRIES!","5,000,000+",5000000,4.508925,307393,114472,true,false,"86M","4.4 and up","Publishers+Clearing+House","LIFESTYLE",,"Everyone",true,"Apr 16, 2013",1554394276000,"2.9.5.79287","- Various updates and bug fixes.","pch.apps.pchsweeps","https://play.google.com/store/apps/details?id=pch.apps.pchsweeps&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Notepad - Notes with Reminder, ToDo, Sticky notes","Take notes at anytime and wherever you go using this free notepad app.","5,000,000+",5000000,4.800393,51386,21821,true,false,"7.6M","4.1 and up","Lemon,+Inc","LIFESTYLE",,"Everyone",true,"Nov 14, 2017",1541439126000,"1.2.1","1. Performance enhancement<br>2. User Experience Improvement","notes.notebook.memo.pad.color.notepad.locker","https://play.google.com/store/apps/details?id=notes.notebook.memo.pad.color.notepad.locker&hl=en&gl=us""appTitle","summary","installs","minInstalls","score","ratings","reviews","free","offersIAP","size","androidVersionText","developerId","genreId","familyGenreId","contentRating","adSupported","released","updated","version","recentChanges","appId","url"
"Unicorn Slime Maker and Simulator","Unicorn Slime Maker and Simulator Rainbow Satisfying App - play Release Stress","10,000,000+",10000000,3.648252,18880,9881,true,true,"49M","4.1 and up","Kitchen+Tale","LIFESTYLE",,"Everyone",true,"Sep 13, 2018",1555698323000,"2.7","Recipe Book added<br>Floral Foam Slime Added,New Glitter Slime, Unicorn Horse Making, Mermaid Slime and Chocolate Slime <br>Zombie,Halloween Theme Slime,Winter Slime, 3D Slime Simulator Added,Glow in the Dark Slime Added and Many More<br>Bug Fixes<br>Foot Ball Slime  and Makeup slime with lots of cosmetic <br>New Toilet Toys * Cash Register<br>Improve Game Play<br>Slime Free Play **<br>Bug Fixed","com.kt.oodlysatisfying.slimemaker","https://play.google.com/store/apps/details?id=com.kt.oodlysatisfying.slimemaker&hl=en&gl=us"
